0,1,2,3,4
0.02036442793905735,0.020519597455859184,0.020509496331214905,0.02033812925219536,0.9182683825492859
0.03334730491042137,0.0334181934595108,0.03346594050526619,0.03334508836269379,0.8664234280586243
0.02018054760992527,0.020301751792430878,0.02019498124718666,0.020292656496167183,0.9190300703048706
0.06711933016777039,0.7297882437705994,0.06710430234670639,0.0690726712346077,0.06691545248031616
0.06711892038583755,0.7298712134361267,0.06710391491651535,0.06899069994688034,0.06691523641347885
0.017388636246323586,0.01693718507885933,0.2597358524799347,0.6892225742340088,0.016715731471776962
0.0,0.0,0.9629116058349609,0.0,0.0
0.04070340469479561,0.04102906212210655,0.04046233743429184,0.8376100659370422,0.04019511491060257
0.022568434476852417,0.9086774587631226,0.023000169545412064,0.02335052378475666,0.022403394803404808
0.04055848345160484,0.04062693193554878,0.040982816368341446,0.837768018245697,0.04006372019648552
0.015458686277270317,0.015452858991920948,0.015600671991705894,0.9380356073379517,0.015452171675860882
0.015458674170076847,0.015452847816050053,0.01559140719473362,0.9380449056625366,0.015452161431312561
0.9238966107368469,0.018587542697787285,0.018982548266649246,0.0193549245595932,0.019178356975317
0.4337862432003021,0.040493473410606384,0.04141989350318909,0.4442318379878998,0.040068551898002625
0.040620818734169006,0.04029078409075737,0.46996456384658813,0.040371280163526535,0.40875259041786194
0.040630243718624115,0.040343672037124634,0.04066504165530205,0.040440429002046585,0.837920606136322
0.06678979098796844,0.06800530850887299,0.06681891530752182,0.7314342260360718,0.06695177406072617
0.02259809896349907,0.022474907338619232,0.022808494046330452,0.022365210577845573,0.9097533226013184
0.014374763704836369,0.014462483115494251,0.014576123096048832,0.014452984556555748,0.9421336054801941
0.020134668797254562,0.020407456904649734,0.020124686881899834,0.020958740264177322,0.9183744192123413
0.0,0.0,0.9631228446960449,0.0,0.0
0.033494800329208374,0.86603844165802,0.033484309911727905,0.03357328847050667,0.03340911865234375
0.03349483758211136,0.86603844165802,0.03348439931869507,0.03357315436005592,0.03340911865234375
0.018272405490279198,0.018311919644474983,0.01827825792133808,0.926861047744751,0.018276341259479523
0.022750508040189743,0.1901247203350067,0.022645089775323868,0.7416136860847473,0.022865986451506615
0.0,0.0,0.0,0.0,0.968867301940918
0.8653470873832703,0.0,0.1080838218331337,0.0,0.0
0.01377938687801361,0.013517839834094048,0.01352306641638279,0.9456658363342285,0.013513879850506783
0.7963122725486755,0.05098170414566994,0.05226688086986542,0.050429295748472214,0.05000980198383331
0.8648691773414612,0.033618152141571045,0.033668845891952515,0.034241244196891785,0.03360262140631676
0.05050355941057205,0.050381071865558624,0.05069439485669136,0.7981281876564026,0.05029283091425896
0.04029126465320587,0.04036203771829605,0.04045555368065834,0.8386719822883606,0.04021913558244705
0.8644956350326538,0.034655291587114334,0.03384554758667946,0.033407118171453476,0.03359641879796982
0.050946660339832306,0.050077274441719055,0.05005953460931778,0.7988011837005615,0.05011531710624695
0.04000651463866234,0.839669942855835,0.04007304459810257,0.0402030274271965,0.040047433227300644
0.013958011753857136,0.9452145099639893,0.013554495759308338,0.013628222048282623,0.013644745573401451
0.8831028342247009,0.029134318232536316,0.02892095223069191,0.029273884370923042,0.02956799603998661
0.8830822110176086,0.02913443185389042,0.028921008110046387,0.029274044558405876,0.029588330537080765
0.020104218274354935,0.02016378752887249,0.9193356037139893,0.020169347524642944,0.020227035507559776
0.02005370892584324,0.020284179598093033,0.9195119142532349,0.02009800635278225,0.020052149891853333
0.020053712651133537,0.02029108628630638,0.9195050597190857,0.020098017528653145,0.02005215361714363
0.020053710788488388,0.020288126543164253,0.9195079803466797,0.020098011940717697,0.020052151754498482
0.02005370892584324,0.020287150517106056,0.9195089340209961,0.020098010078072548,0.020052149891853333
0.02005370520055294,0.02028437703847885,0.9195117354393005,0.0200980044901371,0.020052148029208183
0.020053712651133537,0.020290076732635498,0.9195060133934021,0.020098015666007996,0.02005215361714363
0.020053718239068985,0.020295191556215286,0.9195009469985962,0.02009802870452404,0.02005215920507908
0.06709180772304535,0.06736566126346588,0.7321926951408386,0.06667619198560715,0.0666736587882042
0.06709305197000504,0.06739835441112518,0.7321587204933167,0.06667619943618774,0.0666736587882042
0.0670936331152916,0.06739780306816101,0.7321587204933167,0.06667619943618774,0.0666736587882042
0.06709350645542145,0.06738698482513428,0.7321696877479553,0.06667620688676834,0.06667366623878479
0.022346196696162224,0.022376419976353645,0.02252938039600849,0.022398725152015686,0.9103492498397827
