0,1,2,3,4,5,6,7,8,9
0.01000195275992155,0.010003677569329739,0.9099807739257812,0.010001721791923046,0.010001135058701038,0.01000190805643797,0.010001358576118946,0.010002858936786652,0.010001739487051964,0.010002859868109226
0.01666896604001522,0.016668913885951042,0.01667075976729393,0.016670452430844307,0.016668396070599556,0.016670389100909233,0.016669856384396553,0.01666860096156597,0.016669152304530144,0.849974513053894
0.010002733208239079,0.010001299902796745,0.010005191899836063,0.010001437738537788,0.010001259855926037,0.010001789778470993,0.01000161562114954,0.010004224255681038,0.010002137161791325,0.9099782705307007
0.033342789858579636,0.03333621099591255,0.033339619636535645,0.03333750367164612,0.03333404287695885,0.03333550691604614,0.03333404287695885,0.03333650156855583,0.6999658942222595,0.03333788365125656
0.03334270045161247,0.03333621099591255,0.033339619636535645,0.03333750367164612,0.03333404287695885,0.03333550691604614,0.03333404287695885,0.03333650156855583,0.6999660134315491,0.03333787992596626
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9249908328056335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9590848684310913
0.8199700117111206,0.020003197714686394,0.020002536475658417,0.020002013072371483,0.02000148966908455,0.020002221688628197,0.0200006403028965,0.020001813769340515,0.0200114157050848,0.020004654303193092
0.011113002896308899,0.011113053187727928,0.011112282052636147,0.011112770065665245,0.011113814078271389,0.011113548651337624,0.37600505352020264,0.01111285574734211,0.011113067157566547,0.5350905060768127
0.02000044472515583,0.02000182680785656,0.020000452175736427,0.020001327618956566,0.020000828430056572,0.020001966506242752,0.02000170201063156,0.020001521334052086,0.02000265382230282,0.8199872970581055
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9307612180709839
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9307605028152466
0.0,0.0,0.0,0.0,0.0,0.9181638956069946,0.0,0.0,0.0,0.0
0.020000917837023735,0.020001504570245743,0.02000071108341217,0.020001159980893135,0.020001083612442017,0.020007619634270668,0.020005537196993828,0.020002856850624084,0.020002977922558784,0.8199756741523743
0.020002130419015884,0.8199594020843506,0.02000550925731659,0.020002048462629318,0.020001839846372604,0.020007910206913948,0.020001795142889023,0.0200053621083498,0.020007699728012085,0.020006248727440834
0.02000175043940544,0.02000577747821808,0.020004576072096825,0.020001661032438278,0.020001433789730072,0.020004384219646454,0.020001385360956192,0.02000534161925316,0.8199686408042908,0.02000502496957779
0.03334901109337807,0.03333660215139389,0.033351682126522064,0.03333668410778046,0.699926495552063,0.03333894908428192,0.03333660215139389,0.033338211476802826,0.03333823382854462,0.033347539603710175
0.011112776584923267,0.011116254143416882,0.011113173328340054,0.8999852538108826,0.011111954227089882,0.011112376116216183,0.011111806146800518,0.011112694628536701,0.011111589148640633,0.011112126521766186
0.0,0.9357033371925354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010002189315855503,0.010000839829444885,0.9099805951118469,0.010001425631344318,0.010001768358051777,0.010003306902945042,0.010001218877732754,0.010002627037465572,0.010004239156842232,0.01000179536640644
0.0,0.9590853452682495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.016668403521180153,0.016667386516928673,0.0166692566126585,0.016667386516928673,0.0166676826775074,0.016670063138008118,0.01666821539402008,0.016669228672981262,0.01666911691427231,0.849983274936676
0.016668405383825302,0.016667388379573822,0.01666925847530365,0.016667388379573822,0.01666768454015255,0.016670309007167816,0.01666821725666523,0.01666923053562641,0.016669120639562607,0.8499830365180969
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9181698560714722,0.0,0.0
0.011114613153040409,0.011111653409898281,0.011116855777800083,0.011112252250313759,0.011113051325082779,0.8999794721603394,0.01111240778118372,0.011113298125565052,0.011112798005342484,0.011113615706562996
0.0,0.1616293489933014,0.0,0.0,0.0,0.8075947165489197,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.9608572721481323,0.0,0.0,0.0,0.0
0.9399879574775696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
